,JAHR,KT,Status,Inst,Adr,Ort,Typ,Notfalldienst,Infrastruktur1,Infrastruktur2,Infrastruktur3,Infrastruktur4,RWStatus,Akt,SL,WB,AnzStand,SA,RForm,LA,AmbKonsT,Ptage,PtageStatT,PtageStatMST,Aust,AustStatT,AustStatMST,Neug,NeugStatT,NeugStatMST,pAkutPT,Ops,Gebs,CMIb,CMIn,pAuPat,pPatWAU,pAkPat,pPatWAK,pZusVers,pPatLKP,pPatHOK,TeilsP,Leist,FMHKat,PersA,PersAWB,PersP,PersMT,PersS,PersT,StdBelA,StdBelP,PersAFall,PersPFall,PersMTFall,PersSFall,PersTFall,PersAFallMS,PersPFallMS,PersMTFallMS,PersTFallMS,AnzBelA,AnzBelP (nur ab KZP2010),pMRI_AMB,pMRI_STAT,pCT_AMB,pCT_STAT,pANGIO_AMB,pANGIO_STAT,pDIA_AMB,pDIA_STAT,AwBesold,AwInvest,AwSonst,AwT,EtMedL,EtSonst,EtSubv,EtDef,FiErg,EtAmb,AmbKonsA,PtageStatA,PtageStatMSA,AustStatA,AustStatMSA,Betten,BettenStatA,DAD,DADakut,DADStatA,DADStatMSA,DADlong,pBettenBel,pBettenBelStatA,KostAmbA,KostOKPAmbA,KostStatA,KostKVGStatA,AnlKVGStatA,KostZvOKPStatA,AnlZvOKPStatA,KostLangA,AuftragLFA,KostAWLFA,KostWBLFA,KostForLFA,ErlAmbStatLangA,ErlAmbA,ErlOKPAmbA,ErlStatA,ErlKVGStatA,ErlKVGStatVA,ErlZvOKPStatA,ErlZvOKPStatVA,ErlLangA,AmbKonsP,PtageStatP,PtageStatMSP,AustStatP,AustStatMSP,BettenStatP,DADStatP,DADStatMSP,pBettenBelStatP,KostAmbP,KostOKPAmbP,KostStatP,KostKVGStatP,AnlKVGStatP,KostZvOKPStatP,AnlZvOKPStatP,KostLangP,AuftragLFP,KostAWLFP,KostWBLFP,KostForLFP,ErlAmbStatLangP,ErlAmbP,ErlOKPAmbP,ErlStatP,ErlKVGStatP,ErlKVGStatVP,ErlZvOKPStatP,ErlZvOKPStatVP,ErlLangP,AmbKonsR,PtageStatR,PtageStatMSR,AustStatR,AustStatMSR,BettenStatR,DADStatR,DADStatMSR,pBettenBelStatR,KostAmbR,KostOKPAmbR,KostStatR,KostKVGStatR,AnlKVGStatR,KostZvOKPStatR,AnlZvOKPStatR,KostLangR,AuftragLFR,KostAWLFR,KostWBLFR,KostForLFR,ErlAmbStatLangR,ErlAmbR,ErlOKPAmbR,ErlStatR,ErlKVGStatR,ErlKVGStatVR,ErlZvOKPStatR,ErlZvOKPStatVR,ErlLangR,AmbKonsB,PtageStatB,PtageStatMSB,AustStatB,AustStatMSB,BettenStatB,DADStatB,DADStatMSB,pBettenBelStatB,KostAmbB,KostOKPAmbB,KostStatB,KostKVGStatB,AnlKVGStatB,KostZvOKPStatB,AnlZvOKPStatB,KostLangB,AuftragLFB,KostAWLFB,KostWBLFB,KostForLFB,ErlAmbStatLangB,ErlAmbB,ErlOKPAmbB,ErlStatB,ErlKVGStatB,ErlKVGStatVB,ErlZvOKPStatB,ErlZvOKPStatVB,ErlLangB,PTageLang,AustLang,KostLangT
1935,2014,GR,,Flury Stiftung Regionalspital Prättigau,,7220 Schiers,K122,,,,,,,A,NF,"MSt, Arzt, BGs",1.0,CT,R2,,,,,8405.0,,,1756.0,,,91.0,,2.0,1.0,0.811,0.781,,1.86,,7.59,,11.96,90.07,,,,20.38,,61.3,16.76,,137.71,,,,,,,,1.16,3.49,0.95,7.84,,,,,,,,,,,14635704.0,4936126.0,5875238.0,25447068.0,16865677.0,1037023.0,3082812.0,,0.0,,,,8405.0,,1756.0,,25.0,,,,4.8,,,84.9,4820277.0,4099384.0,18018156.0,14658106.0,1900486.0,2341968.0,303756.0,0.0,0.0,,,,,3131060.0,2444115.0,15416737.0,10904956.0,46.0,2191972.0,69.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,2014,GR,,Spital Thusis,Alte Strasse 31,7430 Thusis,K123,,,,,,,A,NF,"MSt, Arzt, BGs",1.0,CT,R2,,,,,8126.0,,,1713.0,,,138.0,,2.0,2.0,0.772,0.737,,2.93,,7.34,,12.01,90.29,,,,17.85,,58.35,15.39,,127.22,,,,,,,,1.04,3.41,0.9,7.43,,,,,,,,,,,12969295.0,2804464.0,4283853.0,23214279.0,14019435.0,1014585.0,1973016.0,,-285003.0,,,,8126.0,,1713.0,,26.0,,,,4.7,,,79.1,4181291.0,3128315.0,14646870.0,11388049.0,1852705.0,1650442.0,268508.0,0.0,0.0,,,,,3228026.0,2039927.0,14194856.0,9804242.0,51.3,1420905.0,51.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,2014,GR,,Center da Sanda Engiadina Bassa Ospidal d'Engiadina Bassa,,7550 Scuol,K123,,,,,,,A,NF,BGs,1.0,CT,R4,,,,,6123.0,,,1129.0,,,44.0,,2.0,1.0,0.801,0.761,,7.26,,30.37,,25.42,82.73,,,,17.96,,30.5,20.46,,110.59,,,,,,,,1.59,2.7,1.81,9.8,,,,,,,,,,,12021276.0,94693.0,3682492.0,15798461.0,12473923.0,1303823.0,2020715.0,,-241335.0,,,,6123.0,,1129.0,,22.0,,,,5.4,,,76.3,6134243.0,4977895.0,10957717.0,6638952.0,1178088.0,2781936.0,493147.0,0.0,0.0,,,,,3971959.0,2971633.0,10828208.0,5319598.0,49.2,2664419.0,65.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,2014,GR,,Ospedale San Sisto Akutabteilung,,7742 Poschiavo,K123,,,,,,,A,NF,"MSt, Arzt, BGs",1.0,,R2,,,,,4105.0,,,527.0,,,40.0,,1.0,1.0,0.705,0.701,,1.9,,3.87,,12.52,97.91,,,,3.3,,39.57,8.7,,75.78,,,,,,,,0.63,7.51,1.65,14.38,,,,,,,,,,,6499493.0,1078307.0,2757383.0,10355035.0,8715426.0,592270.0,929586.0,,76032.0,,,,4105.0,,527.0,,15.0,,,,7.8,,,84.2,2559237.0,2436184.0,4827315.0,4058970.0,709909.0,684724.0,106369.0,0.0,0.0,,,,,1729612.0,1383277.0,3873312.0,2735147.0,39.6,719842.0,61.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,2014,GR,,Kreisspital Surses,Stradung 52,7460 Savognin,K123,,,,,,,A,NF,"Arzt, BGs",1.0,CT,R2,,,,,2599.0,,,565.0,,,0.0,,1.0,0.0,0.725,0.66,,7.21,,28.03,,23.55,82.25,,,,6.96,,10.87,13.83,,45.25,1368.0,26.0,,,,,,1.23,1.92,2.45,8.01,,,,,,,,,,,4946906.0,643306.0,2252266.0,7863273.0,5957913.0,662264.0,905555.0,,41899.0,,,,2599.0,,565.0,,7.0,,,,4.6,,,98.2,2212814.0,1891630.0,3981455.0,2497531.0,255323.0,1006588.0,109239.0,0.0,0.0,,,,,2577719.0,1874368.0,4230999.0,1942280.0,46.7,1144019.0,58.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,2014,GR,,Center da Sanda Val Müstair Akutabteilung,Sielva,7536 Sta. Maria V. M.,K123,,,,,,,A,NF,"MSt, Arzt, BGs",1.0,,R4,,,,,757.0,,,138.0,,,0.0,,0.0,0.0,0.642,0.583,,5.8,,17.69,,13.04,93.48,,,,4.96,,4.82,6.84,,20.7,,,,,,,,3.59,3.49,4.96,15.0,,,,,,,,,,,4633502.0,1023658.0,1714094.0,7378055.0,1661324.0,1143683.0,1093609.0,,-583417.0,,,,757.0,,138.0,,3.0,,,,5.5,,,81.4,150562.0,150562.0,1173820.0,1013540.0,0.0,123924.0,0.0,0.0,26165.0,,,,,126420.0,99138.0,1037166.0,598682.0,47.3,71611.0,75.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,2014,GR,,Ospedale casa di cura della Bregaglia divisone acute,,7606 Promontogno,K123,,,,,,,A,NF,BGs,1.0,,R4,,,,,624.0,,,48.0,,,0.0,,0.0,0.0,0.781,1.02,,4.08,,4.26,,0.0,97.96,,,,5.5,,29.91,8.75,,59.57,,,,,,,,11.46,62.31,18.23,124.1,,,,,,,,,,,4525527.0,531088.0,1333581.0,6780147.0,1746412.0,139011.0,405569.0,,-5830.0,,,,624.0,,48.0,,2.0,,,,13.0,,,85.5,0.0,0.0,812366.0,785563.0,74676.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,603462.0,426878.0,54.1,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,2014,GR,,Psychiatrische Dienste Graubünden,Loestrasse 220,7000 Chur,K211,,,,,,,P,NF,"MSt, Arzt, BGs",6.0,,R4,,,,,70720.0,,,1805.0,,,0.0,,0.0,0.0,,,,5.15,,18.52,,7.87,96.72,,,,46.23,,211.58,52.41,,469.36,1894.0,0.0,,,,,,2.56,11.72,2.9,26.0,,,,,,,,,,,47079664.0,8630791.0,14223568.0,69934023.0,64644608.0,3229624.0,2607757.0,,547966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70720.0,,1805.0,222.0,,39.2,97.6,15936945.0,14938902.0,53797696.0,43465701.0,7202028.0,6557041.0,712797.0,575379.0,0.0,,,,,14887003.0,13104742.0,51959835.0,40093024.0,47.0,6054368.0,67.5,449818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,2014,GR,,Clinica Holistica Engiadina SA,Praz,7542 Susch,K212,,,,,,,P,,,1.0,,R1,,,,,15895.0,,,404.0,,,0.0,,0.0,0.0,,,,4.45,,88.73,,31.62,100.0,,,,2.2,,0.0,14.12,,43.38,,,,,,,,0.54,0.0,3.5,10.74,,,,,,,,,,,5473045.0,924592.0,1809052.0,8286721.0,8945977.0,316624.0,0.0,,975882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15895.0,,404.0,52.0,,39.3,90.8,163634.0,159709.0,8801505.0,5473031.0,590966.0,3097815.0,340336.0,0.0,0.0,,,,,248764.0,227857.0,9501165.0,5235026.0,49.0,3994237.0,52.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,2014,GR,,"Kinder_ & Jugendpsychiatrie Graubünden, Jugendstation Chur",Waisenhausstrasse 1,7000 Chur,K212,,,,,,,P,,"Arzt, BGs",1.0,,R2,,,,,2426.0,,,33.0,,,0.0,,0.0,0.0,,,,0.0,,30.0,,0.0,97.5,,,,1.8,,8.7,0.0,,10.69,,,,,,,,5.45,26.36,0.0,32.39,,,,,,,,,,,1220860.0,98893.0,100933.0,1423986.0,1439260.0,13656.0,0.0,,28931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2426.0,,33.0,6.0,,73.5,103.1,8213.0,8213.0,1233684.0,1233684.0,95893.0,0.0,0.0,0.0,21345.0,,,,,8213.0,0.0,1452918.0,1439261.0,45.4,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,2014,GR,,Rehabilitationszentrum Seewis Klinik für Herz_ & Kreislauferkrankungen,Prafära 128,7212 Seewis Dorf,K221,,,,,,,R,,"Arzt, BGs",1.0,,R1,,,,,21645.0,,,935.0,,,0.0,,0.0,0.0,,,,2.54,,83.66,,25.76,99.8,,,,5.94,,16.5,6.38,,72.22,,,,,,,,0.64,1.76,0.68,7.72,,,,,,,,,,,6871683.0,696708.0,2420127.0,10216560.0,9761734.0,1327325.0,52040.0,,947035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21645.0,,935.0,64.0,,23.1,95.9,208009.0,203808.0,9822526.0,7159431.0,914165.0,2642410.0,349913.0,0.0,51040.0,,,,,199400.0,95451.0,10225404.0,6199280.0,48.7,2920908.0,62.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,2014,GR,,Tgea Sulegl Rehaklinik & Kurhaus,Veia Granda,7440 Andeer,K221,,,,,,,R,,,1.0,,R1,,,,,6213.0,,,490.0,,,0.0,,0.0,0.0,,,,0.61,,2.46,,16.94,77.96,,,,0.0,,7.66,5.96,,18.93,300.0,0.0,,,,,,0.0,1.56,1.22,3.86,,,,,,,,,,,2055359.0,212149.0,615791.0,2994800.0,2879521.0,247739.0,873.0,,146456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6213.0,,490.0,18.0,,12.7,96.1,389796.0,0.0,2493503.0,1713764.0,127311.0,521245.0,37044.0,0.0,0.0,,,,,372775.0,0.0,2735275.0,1672363.0,45.3,662611.0,60.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,2014,GR,,Klinik Gut St. Moritz AG,Via Arona 34,7500 St. Moritz,K231,,,,,,,A,NF,"Arzt, BGs",2.0,MRI,R1,,,,,7854.0,,,2253.0,,,0.0,,4.0,0.0,1.004,0.988,,9.38,,19.88,,39.47,62.03,,,,16.99,,45.77,16.45,,131.34,5063.0,0.0,,,,,,0.75,2.03,0.73,5.83,,,,,,,,,,,16524078.0,2063161.0,13571324.0,34608085.0,32465520.0,1281642.0,128405.0,,938716.0,,,,7854.0,,2253.0,,31.0,,,,3.5,,,69.5,9250514.0,6056606.0,22486118.0,9277738.0,510688.0,6727284.0,326615.0,0.0,0.0,,,,,6884420.0,4273800.0,26101632.0,9877625.0,47.0,8152638.0,66.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,2014,GR,,Hochgebirgsklinik Davos,Herman_Burchard_Strasse 1,7265 Davos Wolfgang,K235,,,,,,,"A, R",,"MSt, Arzt, BGs",1.0,,R2,,,,,40112.0,,,1477.0,,,0.0,,0.0,0.0,,,,94.45,,88.1,,12.03,100.0,,,,13.28,,30.32,24.68,,155.85,,,,,,,,0.9,2.05,1.67,10.55,,,,,,,,,,,12762798.0,2453227.0,4895801.0,21472784.0,12014885.0,5788653.0,188800.0,,2153262.0,,,,0.0,,0.0,,17.0,,,,,,,113.9,0.0,0.0,2688409.0,213820.0,44000.0,0.0,0.0,0.0,63265.0,,,,,0.0,0.0,2732757.0,143166.0,50.5,15306.0,54.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40112.0,,1477.0,127.4986301,,27.2,71.4,826007.0,0.0,11489764.0,842413.0,91161.0,15917.0,6155.0,1287266.0,125735.0,,,,,442778.0,0.0,7155818.0,528791.0,50.7,189836.0,61.9,1551323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,2014,JU,,Hôpital du Jura,Chemin de l'Hôpital 9a,2900 Porrentruy,K121,,,,,,,"A, P, R","NF, IPS","Arzt, BGs",3.0,"MRI, CT",R4,,,,,80637.0,,,8920.0,,,613.0,,9.0,3.0,0.857,0.825,,0.92,,5.23,,7.92,94.39,,,,110.23,,462.36,149.79,,1039.73,8085.0,0.0,,,,,,1.24,5.18,1.68,11.66,,,,,,,,,,,129248194.0,9971432.0,36616250.0,179851039.0,151007446.0,6673123.0,21269811.0,,3753610.0,,,,43586.0,,7479.0,,137.0,,,,5.8,,,87.4,38747718.0,35365338.0,69799583.0,58767121.0,3477660.0,6317282.0,375533.0,0.0,4020571.0,,,,,40490448.0,31037371.0,69367602.0,51047964.0,45.1,5183040.0,45.5,0.0,,,6857.0,,274.0,24.0,,25.0,86.3,52773.0,52773.0,5420541.0,5317447.0,393888.0,99415.0,8212.0,0.0,236571.0,,,,,65248.0,65248.0,5099694.0,4959362.0,45.6,98811.0,45.0,0.0,,,30194.0,,1167.0,115.0,,25.9,93.8,3072122.0,2253445.0,24227129.0,21220597.0,1228419.0,2481239.0,140780.0,0.0,473922.0,,,,,3166132.0,2242197.0,25116593.0,19042402.0,45.5,2311077.0,45.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,2014,JU,,Clinique le Noirmont,Chemin de Roc_Montès 20,2340 Le Noirmont,K221,,,,,,,R,,BGs,1.0,,R2,,,,,22757.0,,,1113.0,,,0.0,,0.0,0.0,,,,0.86,,80.12,,21.68,99.83,,,,7.28,,24.24,12.01,,80.99,249.0,0.0,,,,,,0.65,2.18,1.08,7.28,,,,,,,,,,,7923010.0,1451754.0,2647127.0,12021891.0,11431165.0,763443.0,0.0,,172717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22757.0,,1113.0,68.0,,20.4,96.6,753858.0,602785.0,11412621.0,8201955.0,1049157.0,3208667.0,410438.0,0.0,0.0,,,,,928279.0,742252.0,11266329.0,6882688.0,46.1,3604268.0,59.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,2014,JU,,Maison de naissance Les Cigognes,Route Principale 21,2824 Vicques,K232,,,,,,,B,,BGs,1.0,,R3,,,,,72.0,,,39.0,,,16.0,,0.0,1.0,0.397,0.325,,0.0,,10.0,,0.0,97.5,,,,0.0,,0.0,0.0,,0.0,0.0,1277.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,16025.0,95534.0,111637.0,111975.0,3.0,0.0,,341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,39.0,1.0,,1.8,19.7,0.0,0.0,115059.0,115059.0,11002.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,111978.0,111975.0,48.8,0.0,,0.0,,,
1952,2014,LU,,Luzerner Kantonsspital,Spitalstrasse,6004 Luzern,K112,,,,,,,"A, R","NF, IPS","MSt, Arzt, BGs",3.0,"MRI, CT, PET, CC, LB, Lito",R4,,,,,238338.0,,,39649.0,,,2505.0,,39.0,10.0,1.106,1.095,,0.73,,17.56,,16.95,90.99,,,,735.97,,2294.35,569.82,,4782.18,0.0,0.0,,,,,,1.86,5.79,1.44,12.06,,,,,,,,,,,491543969.0,53991772.0,229439729.0,774975470.0,768461808.0,45703827.0,12350788.0,,51540953.0,,,,220526.0,,39047.0,,744.6410959,,,,5.6,,,81.1,264039662.0,236286928.0,469769208.0,321966722.0,32880037.0,97105455.0,10360693.0,0.0,0.0,,,,,264668783.0,233905398.0,477286577.0,301264131.0,49.5,123062463.0,67.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17812.0,,602.0,46.77260274,,29.6,59.7,2393524.0,2190089.0,11172531.0,7679789.0,885470.0,2891437.0,337064.0,0.0,0.0,,,,,1891861.0,1710101.0,11592935.0,7146907.0,50.9,3875060.0,66.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,2014,LU,,Hirslanden Klinik St. Anna,St. Anna_Strasse 32,6006 Luzern,K112,,,,,,,A,"NF, IPS","MSt, Arzt, BGs",2.0,"MRI, CT, PET, CC",R1,,,,,62331.0,,,11507.0,,,696.0,,6.0,3.0,1.088,1.072,,0.44,,15.84,,54.9,92.74,,,,41.61,,400.81,91.68,,845.31,99224.0,0.0,,,,,,0.36,3.48,0.8,7.35,,,,,,,,,,,85495558.0,24884290.0,58060736.0,168444371.0,165031972.0,17272860.0,97500.0,,13957961.0,,,,62331.0,,11507.0,,196.0,,,,5.4,,,84.6,51334139.0,36666717.0,123578381.0,46399869.0,5508553.0,69508686.0,8590786.0,0.0,25619.0,,,,,44737113.0,31773750.0,144742291.0,49735296.0,51.0,67153166.0,51.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,2014,LU,,Luzerner Psychiatrie,Schafmattstrasse 1,4915 St. Urban,K211,,,,,,,P,NF,"MSt, Arzt, BGs",22.0,,R4,,,,,93963.0,,,2437.0,,,0.0,,0.0,0.0,,,,0.22,,9.39,,0.07,97.81,,,,38.26,,271.3,51.35,,598.26,,,,,,,,1.57,11.13,2.11,24.55,,,,,,,,,,,54646705.0,6450214.0,14776800.0,75878298.0,68655495.0,7159841.0,1378200.0,,1380321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93963.0,,2437.0,255.0,,38.6,101.6,2315528.0,1912625.0,59530971.0,58756396.0,7433388.0,6585.0,833.0,6640729.0,2143498.0,,,,,2099795.0,1524577.0,66298163.0,58026335.0,51.0,6504.0,51.0,7391083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,2014,LU,,Therapiezentrum Meggen,Rütliweg 4,6045 Meggen,K212,,,,,,,P,,BGs,1.0,,R2,,,,,6838.0,,,83.0,,,0.0,,0.0,0.0,,,,0.0,,50.98,,0.0,100.0,,,,0.9,,3.76,6.17,,11.73,,,,,,,,1.08,4.53,7.43,14.13,,,,,,,,,,,1681871.0,1955.0,264651.0,2257300.0,2191643.0,58579.0,6416.0,,-3194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6838.0,,83.0,19.0,,82.4,100.0,0.0,0.0,2257302.0,2257302.0,0.0,0.0,0.0,0.0,0.0,,,,,33764.0,0.0,2220313.0,2191643.0,49.6,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,2014,LU,,Luzerner Höhenklinik Montana,Route de l'Astoria 2,3963 Crans-Montana,K221,,,,,,,"A, R",,"MSt, Arzt, BGs",1.0,,R4,,,,,22726.0,,,925.0,,,0.0,,0.0,0.0,,,,0.62,,29.17,,19.77,99.07,,,,11.46,,43.2,13.57,,110.63,,,,,,,,1.24,4.67,1.47,11.96,,,,,,,,,,,10315326.0,2306009.0,2939900.0,15561235.0,15733293.0,695164.0,85537.0,,952759.0,,,,0.0,,0.0,,0.0,,,,,,,,549569.0,523386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,533034.0,498757.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22726.0,,925.0,64.0,,24.6,96.8,0.0,0.0,14052803.0,11129052.0,1456146.0,2740454.0,355706.0,0.0,85536.0,,,,,0.0,0.0,15425710.0,11792286.0,50.4,2805688.0,50.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,2014,LU,,Cereneo AG Neurorehabilitationsklinik,Seestrasse 18,6354 Vitznau,K221,,,,,,,R,,BGs,1.0,MRI,R1,,,,,2163.0,,,66.0,,,0.0,,0.0,0.0,,,,20.55,,91.38,,76.71,73.97,,,,2.35,,9.03,8.36,,22.92,0.0,48.0,,,,,,3.56,13.68,12.67,34.73,,,,,,,,,,,3522563.0,1460908.0,1870243.0,7708932.0,5700987.0,213816.0,0.0,,609178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2163.0,,66.0,16.0,,32.8,41.1,789282.0,428355.0,5478437.0,1249185.0,0.0,1927149.0,0.0,0.0,420769.0,,,,,1097687.0,223590.0,7056461.0,477494.0,49.9,524587.0,46.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,2014,LU,,Hirslanden Klinik Meggen,Huobmattstrasse 9,6045 Meggen,K231,,,,,,,A,,BGs,1.0,,R1,,,,,2938.0,,,1052.0,,,0.0,,3.0,0.0,0.929,0.888,,0.38,,39.5,,25.57,84.32,,,,0.0,,17.25,5.77,,33.23,0.0,0.0,,,,,,0.0,1.64,0.55,3.16,,,,,,,,,,,3453303.0,948254.0,3523572.0,8345656.0,7384004.0,97380.0,861853.0,,-861853.0,,,,2938.0,,1052.0,,15.1369863,,,,2.8,,,54.6,1328898.0,1328898.0,7016758.0,4386308.0,465631.0,2195465.0,278465.0,0.0,0.0,,,,,1142608.0,1096901.0,6338776.0,3790930.0,50.0,1212976.0,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,2014,LU,,Geburtshaus Terra Alta,Schellenrain 20,6208 Oberkirch LU,K232,,,,,,,B,,BGs,1.0,,R1,,,,,2583.0,,,650.0,,,319.0,,0.0,1.0,0.376,0.369,,0.0,,14.13,,0.61,99.7,,,,0.0,,5.91,0.05,,10.78,0.0,0.0,,,,,,0.0,0.91,0.01,1.66,,,,,,,,,,,1744371.0,125382.0,473467.0,2378964.0,2216320.0,162583.0,18.0,,30058.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2583.0,,650.0,5.139726027,,4.0,93.4,2171.0,2171.0,2215776.0,2202220.0,120309.0,13556.0,980.0,0.0,0.0,,,,,39971.0,39165.0,2155878.0,2114246.0,51.5,18982.0,51.0,0.0,,,
1960,2014,LU,,Schweizer Paraplegiker_Zentrum Nottwil AG,Guido A. Zäch Strasse 1,6207 Nottwil,K235,,,,,,,"A, R",IPS,"MSt, Arzt, BGs",1.0,"MRI, CT",R1,,,,,51051.0,,,1320.0,,,0.0,,3.0,0.0,,,,5.55,,84.72,,22.28,62.8,,,,69.63,,325.08,150.73,,854.69,1307.0,0.0,,,,,,5.28,24.63,11.42,64.75,,,,,,,,,,,86790851.0,12778762.0,28665914.0,129684401.0,101193060.0,15889609.0,11019376.0,,-10560862.0,,,,16801.0,,638.0,,63.0,,,,26.3,,,88.2,20023027.0,13703710.0,45178805.0,23347935.0,2208236.0,6359824.0,603175.0,0.0,1284363.0,,,,,14234776.0,9708485.0,36753393.0,16968476.0,55.3,4634907.0,55.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34250.0,,682.0,80.06849315,,50.2,99.0,0.0,0.0,43734801.0,21701760.0,2215802.0,5566657.0,568921.0,0.0,1959775.0,,,,,0.0,0.0,50426142.0,23746376.0,56.8,6097042.0,56.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
